ID,Name,Age,Salary,Department,Years_of_Experience,Performance_Score
40330,Person_40330,54,130663,Sales,0,3.21
40331,Person_40331,51,43763,Sales,1,4.56
40332,Person_40332,40,69317,HR,38,4.01
40333,Person_40333,33,122190,Marketing,34,2.13
40334,Person_40334,23,142431,Finance,19,3.69
40335,Person_40335,76,44293,IT,4,1.86
40336,Person_40336,32,145358,Marketing,10,3.0
40337,Person_40337,35,78112,HR,26,2.89
40338,Person_40338,55,112969,Finance,0,4.43
40339,Person_40339,30,122723,HR,22,1.37
40340,Person_40340,41,62957,Sales,1,1.06
40341,Person_40341,30,142069,IT,33,3.27
40342,Person_40342,18,26859,Sales,8,2.53
40343,Person_40343,65,46136,HR,38,1.87
40344,Person_40344,53,58515,Marketing,3,1.4
40345,Person_40345,66,114575,Sales,24,2.99
40346,Person_40346,35,36568,Sales,2,1.33
40347,Person_40347,65,112339,Marketing,33,1.12
40348,Person_40348,50,116134,HR,21,2.7
40349,Person_40349,55,41382,HR,9,2.29
40350,Person_40350,60,74199,Finance,37,2.76
40351,Person_40351,23,124358,Marketing,36,4.98
40352,Person_40352,34,76261,HR,32,1.65
40353,Person_40353,21,124530,Marketing,5,3.21
40354,Person_40354,31,143630,IT,2,3.81
40355,Person_40355,47,80857,Finance,3,3.31
40356,Person_40356,63,125622,Marketing,5,1.76
40357,Person_40357,37,148763,Sales,34,3.53
40358,Person_40358,25,130709,IT,9,4.93
40359,Person_40359,71,135337,HR,19,4.74
40360,Person_40360,19,33163,Finance,28,3.48
40361,Person_40361,54,52711,HR,10,1.8
40362,Person_40362,21,53443,Marketing,9,2.39
40363,Person_40363,27,36326,Sales,11,3.18
40364,Person_40364,37,32150,Marketing,31,3.6
40365,Person_40365,77,37026,Marketing,21,1.29
40366,Person_40366,73,92775,Finance,32,3.52
40367,Person_40367,70,104300,Sales,2,4.86
40368,Person_40368,52,84990,Sales,33,2.55
40369,Person_40369,65,73644,IT,17,4.48
40370,Person_40370,27,113145,HR,28,2.71
40371,Person_40371,45,148175,IT,27,1.75
40372,Person_40372,32,116879,Sales,25,2.81
40373,Person_40373,53,117857,Marketing,8,1.21
40374,Person_40374,18,104610,IT,1,1.19
40375,Person_40375,39,103518,HR,30,2.35
40376,Person_40376,44,145966,Marketing,32,2.82
40377,Person_40377,46,144912,Sales,39,1.91
40378,Person_40378,32,62625,Sales,15,3.08
40379,Person_40379,27,91612,Finance,31,4.93
40380,Person_40380,37,87514,Sales,6,3.9
40381,Person_40381,39,51888,HR,0,4.52
40382,Person_40382,67,68613,HR,16,2.53
40383,Person_40383,65,20778,IT,10,4.86
40384,Person_40384,70,92964,HR,15,1.7
40385,Person_40385,76,149861,Marketing,9,3.19
40386,Person_40386,26,88418,Marketing,28,2.55
40387,Person_40387,73,113974,Finance,8,4.91
40388,Person_40388,68,127103,Marketing,11,2.9
40389,Person_40389,49,60510,IT,24,3.27
40390,Person_40390,34,41891,IT,38,4.32
40391,Person_40391,59,102670,HR,8,2.03
40392,Person_40392,36,102460,Sales,3,4.02
40393,Person_40393,57,61104,Marketing,39,2.18
40394,Person_40394,44,53758,IT,6,4.67
40395,Person_40395,68,39106,Marketing,36,2.07
40396,Person_40396,54,144591,Marketing,37,4.71
40397,Person_40397,51,31604,HR,32,2.97
40398,Person_40398,64,72220,HR,2,1.1
40399,Person_40399,66,119414,IT,2,4.12
40400,Person_40400,76,42831,IT,14,1.6
40401,Person_40401,27,105982,Sales,39,4.95
40402,Person_40402,47,127512,HR,24,4.81
40403,Person_40403,38,130388,IT,5,1.81
40404,Person_40404,38,41440,Finance,26,2.67
40405,Person_40405,71,43156,HR,7,2.13
40406,Person_40406,51,25322,HR,14,2.06
40407,Person_40407,26,21280,IT,35,4.99
40408,Person_40408,51,33958,IT,32,2.95
40409,Person_40409,67,105224,Marketing,31,1.84
40410,Person_40410,29,84076,IT,9,2.05
40411,Person_40411,64,32661,HR,4,2.2
40412,Person_40412,38,119923,IT,19,2.73
40413,Person_40413,74,115941,Finance,23,4.27
40414,Person_40414,37,132413,HR,0,3.91
40415,Person_40415,23,112016,Finance,17,3.3
40416,Person_40416,67,101779,Sales,24,2.66
40417,Person_40417,79,144485,Marketing,16,2.77
40418,Person_40418,62,100993,IT,37,3.24
40419,Person_40419,53,36994,Finance,33,2.63
40420,Person_40420,29,116339,IT,6,2.56
40421,Person_40421,58,122565,Sales,1,2.9
40422,Person_40422,48,26301,HR,28,1.41
40423,Person_40423,19,122898,HR,19,1.51
40424,Person_40424,33,148096,Sales,15,1.32
40425,Person_40425,18,139093,Marketing,38,4.6
40426,Person_40426,21,120318,IT,5,1.44
40427,Person_40427,64,71087,Finance,14,1.98
40428,Person_40428,69,23687,Marketing,2,4.14
40429,Person_40429,18,127791,HR,10,4.22
40430,Person_40430,69,120634,Finance,9,4.88
40431,Person_40431,64,55427,Sales,7,4.17
40432,Person_40432,52,111925,Marketing,25,4.56
40433,Person_40433,30,76718,IT,38,3.78
40434,Person_40434,67,102989,Finance,14,2.02
40435,Person_40435,62,34720,Finance,1,2.44
40436,Person_40436,59,139285,HR,0,2.86
40437,Person_40437,48,140731,Sales,25,3.68
40438,Person_40438,37,140480,HR,3,1.05
40439,Person_40439,73,48259,IT,13,4.86
40440,Person_40440,24,60334,Marketing,36,4.8
40441,Person_40441,74,34302,Sales,32,3.9
40442,Person_40442,57,24408,Marketing,18,1.58
40443,Person_40443,50,114533,IT,6,4.06
40444,Person_40444,45,21731,Finance,18,2.06
40445,Person_40445,67,131545,Sales,32,1.83
40446,Person_40446,61,77107,Sales,7,3.97
40447,Person_40447,67,40995,Sales,4,2.39
40448,Person_40448,77,82473,Sales,16,2.2
40449,Person_40449,73,102694,Sales,16,4.61
40450,Person_40450,61,37370,Sales,3,3.55
40451,Person_40451,37,104280,HR,14,1.27
40452,Person_40452,49,121253,Finance,7,2.26
40453,Person_40453,26,109398,HR,37,4.67
40454,Person_40454,51,60606,Finance,21,1.31
40455,Person_40455,31,109407,Marketing,0,2.97
40456,Person_40456,21,106435,Finance,27,2.57
40457,Person_40457,46,75386,HR,36,2.56
40458,Person_40458,78,141868,IT,26,2.75
40459,Person_40459,32,74346,HR,0,1.61
40460,Person_40460,34,39828,IT,4,1.34
40461,Person_40461,36,72552,IT,21,2.28
40462,Person_40462,55,73191,Marketing,0,2.88
40463,Person_40463,26,130268,Marketing,31,1.19
40464,Person_40464,44,53801,HR,5,4.17
40465,Person_40465,66,20449,IT,33,1.01
40466,Person_40466,32,45239,IT,9,3.6
40467,Person_40467,54,59266,HR,32,4.91
40468,Person_40468,45,47553,Marketing,30,2.94
40469,Person_40469,67,63441,Sales,35,1.45
40470,Person_40470,72,72554,Marketing,32,2.61
40471,Person_40471,21,146579,Finance,8,2.03
40472,Person_40472,38,34976,Marketing,12,1.98
40473,Person_40473,73,121892,HR,27,4.56
40474,Person_40474,51,147386,Finance,14,3.02
40475,Person_40475,36,103974,Sales,30,1.52
40476,Person_40476,76,99089,Finance,20,2.5
40477,Person_40477,54,23172,Finance,22,4.49
40478,Person_40478,75,114707,IT,13,4.53
40479,Person_40479,21,28421,Sales,13,3.49
40480,Person_40480,54,38176,Sales,36,3.96
40481,Person_40481,68,100159,HR,11,4.16
40482,Person_40482,49,78000,Finance,10,1.7
40483,Person_40483,62,110385,Finance,37,3.0
40484,Person_40484,65,26723,Finance,31,3.61
40485,Person_40485,29,48208,Sales,7,3.96
40486,Person_40486,58,27948,HR,32,4.55
40487,Person_40487,73,141924,IT,23,4.01
40488,Person_40488,33,60853,Finance,23,4.67
40489,Person_40489,31,70073,Finance,21,1.62
40490,Person_40490,71,127843,HR,34,4.26
40491,Person_40491,79,148086,Marketing,34,2.89
40492,Person_40492,18,72868,HR,22,2.93
40493,Person_40493,69,149928,Sales,15,4.2
40494,Person_40494,72,98924,Marketing,34,1.76
40495,Person_40495,75,119901,IT,25,4.6
40496,Person_40496,49,142952,Finance,31,3.73
40497,Person_40497,38,90723,Sales,27,3.93
40498,Person_40498,21,79609,Finance,38,1.4
40499,Person_40499,26,56429,Marketing,17,3.54
40500,Person_40500,73,145173,IT,4,1.76
40501,Person_40501,68,50814,HR,6,2.45
40502,Person_40502,63,55505,Finance,29,4.68
40503,Person_40503,39,26962,IT,10,1.25
40504,Person_40504,29,84985,IT,13,2.9
40505,Person_40505,47,26145,HR,22,3.92
40506,Person_40506,47,48584,Sales,16,1.05
40507,Person_40507,49,81933,IT,32,4.51
40508,Person_40508,77,129375,Marketing,11,1.61
40509,Person_40509,53,116939,IT,15,2.92
40510,Person_40510,24,94291,Finance,6,3.76
40511,Person_40511,34,147524,HR,35,1.1
40512,Person_40512,18,89697,IT,11,1.32
40513,Person_40513,31,97799,IT,12,1.98
40514,Person_40514,64,103035,IT,22,3.3
40515,Person_40515,61,119511,HR,9,4.23
40516,Person_40516,61,97590,Finance,34,3.64
40517,Person_40517,55,30438,Sales,35,3.85
40518,Person_40518,43,115910,Finance,38,4.17
40519,Person_40519,44,24839,Finance,6,4.6
40520,Person_40520,78,118675,IT,39,4.08
40521,Person_40521,62,91765,Sales,26,4.47
40522,Person_40522,33,107867,Finance,19,3.18
40523,Person_40523,63,38743,Marketing,28,1.28
40524,Person_40524,24,31639,IT,15,2.94
40525,Person_40525,49,135107,IT,34,5.0
40526,Person_40526,78,45472,IT,31,2.0
40527,Person_40527,42,27521,IT,39,4.34
40528,Person_40528,48,146211,HR,25,4.68
40529,Person_40529,33,132168,HR,25,4.08
40530,Person_40530,72,87682,Marketing,2,3.54
40531,Person_40531,58,93652,HR,1,2.2
40532,Person_40532,75,81598,Finance,38,2.57
40533,Person_40533,31,34752,HR,37,4.95
40534,Person_40534,42,70172,IT,32,3.12
40535,Person_40535,79,107428,HR,24,1.24
40536,Person_40536,47,110538,Marketing,8,3.89
40537,Person_40537,73,137994,Marketing,10,1.36
40538,Person_40538,24,77738,IT,21,1.68
40539,Person_40539,29,37439,Finance,8,2.94
40540,Person_40540,20,105358,Marketing,17,1.98
40541,Person_40541,44,82848,HR,18,1.37
40542,Person_40542,63,49738,Marketing,2,3.24
40543,Person_40543,36,32037,Finance,27,4.56
40544,Person_40544,60,55419,Finance,3,2.95
40545,Person_40545,54,99056,Finance,11,3.15
40546,Person_40546,72,29073,Marketing,28,4.93
40547,Person_40547,62,108842,Sales,4,2.75
40548,Person_40548,77,101576,Sales,11,2.74
40549,Person_40549,59,61242,HR,39,4.04
40550,Person_40550,24,29291,Marketing,39,2.92
40551,Person_40551,66,88620,Sales,13,1.16
40552,Person_40552,33,28542,HR,22,2.89
40553,Person_40553,49,69698,IT,19,4.3
40554,Person_40554,25,124984,IT,34,2.37
40555,Person_40555,66,122365,Marketing,4,1.01
40556,Person_40556,30,53571,Marketing,22,2.36
40557,Person_40557,79,86196,IT,19,3.56
40558,Person_40558,28,146063,HR,32,3.71
40559,Person_40559,37,22358,IT,0,1.65
40560,Person_40560,35,26179,Marketing,38,4.56
40561,Person_40561,54,77243,Marketing,39,4.8
40562,Person_40562,23,113338,HR,38,1.69
40563,Person_40563,37,29611,HR,10,1.62
40564,Person_40564,49,29417,Finance,39,3.24
40565,Person_40565,63,79929,Marketing,31,2.84
40566,Person_40566,61,48636,Finance,31,4.61
40567,Person_40567,46,78540,Finance,9,1.9
40568,Person_40568,21,114085,Finance,24,2.19
40569,Person_40569,24,33272,Marketing,24,1.88
40570,Person_40570,60,37927,Marketing,17,1.81
40571,Person_40571,37,43370,Marketing,33,2.07
40572,Person_40572,51,124060,HR,19,3.66
40573,Person_40573,53,124336,Finance,15,1.28
40574,Person_40574,24,50117,Marketing,8,2.93
40575,Person_40575,50,59150,Finance,0,2.24
40576,Person_40576,32,113388,HR,36,4.89
40577,Person_40577,69,62664,Sales,29,2.78
40578,Person_40578,49,70574,HR,17,2.29
40579,Person_40579,39,88178,Marketing,30,2.98
40580,Person_40580,73,140402,IT,9,1.61
40581,Person_40581,57,83996,Marketing,3,2.31
40582,Person_40582,46,89705,Sales,2,3.04
40583,Person_40583,42,53563,HR,34,4.07
40584,Person_40584,22,102404,Marketing,9,3.4
40585,Person_40585,31,105144,Finance,3,1.5
40586,Person_40586,67,146286,Marketing,32,4.97
40587,Person_40587,52,73922,IT,5,2.71
40588,Person_40588,19,130415,Sales,22,2.09
40589,Person_40589,42,86596,HR,27,1.4
40590,Person_40590,71,131258,Marketing,9,2.22
40591,Person_40591,33,80164,Finance,29,4.85
40592,Person_40592,63,56794,Marketing,2,1.42
40593,Person_40593,33,76919,Marketing,39,4.14
40594,Person_40594,28,63713,Marketing,10,4.81
40595,Person_40595,77,54663,Finance,10,3.18
40596,Person_40596,66,106896,IT,8,3.82
40597,Person_40597,52,119060,Finance,21,4.49
40598,Person_40598,40,68098,Finance,30,1.21
40599,Person_40599,72,83476,Marketing,28,4.53
40600,Person_40600,22,76888,Sales,16,2.34
40601,Person_40601,52,58588,IT,38,3.43
40602,Person_40602,46,21662,Sales,15,4.65
40603,Person_40603,64,137755,Marketing,13,2.61
40604,Person_40604,72,89114,Finance,20,3.73
40605,Person_40605,22,108544,IT,21,4.98
40606,Person_40606,71,55701,Marketing,19,2.21
40607,Person_40607,20,60937,Sales,24,2.69
40608,Person_40608,23,70655,HR,36,1.09
40609,Person_40609,40,37211,Finance,9,2.98
40610,Person_40610,63,48095,Marketing,32,4.63
40611,Person_40611,73,95295,HR,29,2.48
40612,Person_40612,19,145327,Finance,8,1.99
40613,Person_40613,35,64908,HR,2,4.27
40614,Person_40614,47,132613,Marketing,15,1.1
40615,Person_40615,55,67468,IT,1,3.86
40616,Person_40616,73,132939,Finance,4,3.88
40617,Person_40617,22,103158,Marketing,28,2.61
40618,Person_40618,63,149369,Sales,38,1.69
40619,Person_40619,66,63129,Marketing,12,4.18
40620,Person_40620,28,122212,Sales,39,1.77
40621,Person_40621,18,142556,Marketing,29,2.72
40622,Person_40622,27,22374,IT,39,1.11
40623,Person_40623,58,61633,IT,25,3.26
40624,Person_40624,69,30481,Sales,26,4.73
40625,Person_40625,61,53737,IT,15,2.22
40626,Person_40626,43,86167,IT,27,2.49
40627,Person_40627,50,46197,Sales,35,3.96
40628,Person_40628,44,98100,Finance,37,4.25
40629,Person_40629,73,121266,Marketing,3,2.14
40630,Person_40630,67,116819,IT,26,1.95
40631,Person_40631,29,101015,HR,13,2.6
40632,Person_40632,19,81353,Finance,26,3.99
40633,Person_40633,18,57926,IT,38,2.02
40634,Person_40634,18,40268,HR,26,4.03
40635,Person_40635,74,127864,Marketing,38,2.99
40636,Person_40636,78,139692,IT,38,1.81
40637,Person_40637,50,147658,HR,8,2.88
40638,Person_40638,39,32114,HR,20,1.91
40639,Person_40639,29,135061,IT,37,1.24
40640,Person_40640,56,101606,Marketing,14,3.31
40641,Person_40641,53,103422,IT,21,4.62
40642,Person_40642,38,103137,IT,15,2.65
40643,Person_40643,37,144011,Marketing,8,1.99
40644,Person_40644,53,148940,Finance,19,4.22
40645,Person_40645,43,95395,Sales,30,3.26
40646,Person_40646,64,117664,IT,9,2.16
40647,Person_40647,48,61715,Finance,19,3.83
40648,Person_40648,18,96910,HR,25,1.09
40649,Person_40649,55,128415,Sales,26,3.73
40650,Person_40650,31,50267,Finance,23,3.11
40651,Person_40651,43,37713,HR,12,1.62
40652,Person_40652,63,110454,Marketing,25,4.76
40653,Person_40653,59,80718,Marketing,29,3.32
40654,Person_40654,24,77360,Marketing,9,1.82
40655,Person_40655,72,97653,HR,16,3.5
40656,Person_40656,73,116930,HR,20,2.16
40657,Person_40657,72,34855,Marketing,34,4.52
40658,Person_40658,71,63575,Finance,21,1.73
40659,Person_40659,29,46299,HR,0,2.85
40660,Person_40660,41,64214,IT,35,3.95
40661,Person_40661,36,24358,HR,4,1.1
40662,Person_40662,26,82528,HR,6,1.02
40663,Person_40663,52,89912,Marketing,35,1.9
40664,Person_40664,21,126994,Marketing,24,1.5
40665,Person_40665,62,91191,IT,14,1.77
40666,Person_40666,59,27793,Marketing,38,4.32
40667,Person_40667,49,42624,IT,21,2.46
40668,Person_40668,63,134122,IT,3,1.27
40669,Person_40669,23,33919,Finance,33,2.04
40670,Person_40670,45,54140,IT,36,4.48
40671,Person_40671,79,125024,HR,7,4.79
40672,Person_40672,45,80718,Marketing,31,3.47
40673,Person_40673,57,100519,HR,13,3.41
40674,Person_40674,68,40652,Marketing,21,4.9
40675,Person_40675,46,87996,Finance,3,4.51
40676,Person_40676,59,108094,Marketing,7,1.98
40677,Person_40677,71,66904,IT,31,2.42
40678,Person_40678,22,145410,Marketing,19,1.04
40679,Person_40679,22,79526,IT,8,1.91
40680,Person_40680,54,36542,Finance,8,3.7
40681,Person_40681,58,102540,HR,7,2.05
40682,Person_40682,78,93969,Marketing,7,4.84
40683,Person_40683,72,105179,HR,22,2.33
40684,Person_40684,45,56023,Sales,33,4.52
40685,Person_40685,58,124095,Finance,22,3.85
40686,Person_40686,64,39037,Sales,12,1.08
40687,Person_40687,26,50012,HR,39,2.62
40688,Person_40688,46,22236,IT,30,2.33
40689,Person_40689,31,72811,Finance,25,4.01
40690,Person_40690,55,84866,Sales,33,2.8
40691,Person_40691,79,106463,IT,24,1.92
40692,Person_40692,71,53033,Finance,5,2.3
40693,Person_40693,69,62393,Marketing,0,4.4
40694,Person_40694,57,62052,Sales,30,1.08
40695,Person_40695,79,65654,Sales,7,4.09
40696,Person_40696,51,39784,IT,23,3.37
40697,Person_40697,54,98944,Finance,4,1.04
40698,Person_40698,66,63261,IT,6,2.14
40699,Person_40699,59,96580,Marketing,29,2.83
40700,Person_40700,31,135613,HR,12,4.1
40701,Person_40701,35,134528,Finance,8,2.43
40702,Person_40702,50,80929,HR,25,2.01
40703,Person_40703,71,74569,Marketing,11,1.64
40704,Person_40704,51,22243,IT,23,2.31
40705,Person_40705,45,82425,Sales,18,3.36
40706,Person_40706,53,87421,Finance,14,3.05
40707,Person_40707,62,147906,IT,26,1.08
40708,Person_40708,65,106665,HR,1,3.64
40709,Person_40709,54,113726,Marketing,20,3.15
40710,Person_40710,40,140526,IT,1,1.95
40711,Person_40711,59,124916,Finance,15,2.23
40712,Person_40712,34,56357,Sales,9,2.64
40713,Person_40713,77,41568,HR,18,4.29
40714,Person_40714,28,133400,HR,37,4.59
40715,Person_40715,49,56553,Finance,37,2.78
40716,Person_40716,54,61857,Finance,9,4.19
40717,Person_40717,32,89111,HR,0,3.58
40718,Person_40718,21,103336,HR,19,2.9
40719,Person_40719,56,57456,IT,36,4.19
40720,Person_40720,47,79215,HR,6,2.18
40721,Person_40721,27,99297,IT,33,2.7
40722,Person_40722,40,96111,Marketing,3,1.06
40723,Person_40723,41,42370,HR,22,4.46
40724,Person_40724,53,72794,Marketing,9,2.69
40725,Person_40725,69,109976,Finance,4,1.96
40726,Person_40726,75,24827,Marketing,29,4.9
40727,Person_40727,22,58130,Finance,27,3.68
40728,Person_40728,54,49324,Finance,4,3.57
40729,Person_40729,60,69413,HR,17,3.28
40730,Person_40730,36,140216,HR,38,3.19
40731,Person_40731,54,78814,IT,19,1.9
40732,Person_40732,70,94938,IT,33,4.74
40733,Person_40733,25,98566,Finance,38,3.15
40734,Person_40734,24,105593,HR,25,1.12
40735,Person_40735,57,135629,IT,28,1.19
40736,Person_40736,30,22293,Sales,19,4.77
40737,Person_40737,54,139694,Finance,29,4.47
40738,Person_40738,77,93537,Finance,27,1.29
40739,Person_40739,44,25461,Sales,11,4.35
40740,Person_40740,35,149065,HR,14,3.48
40741,Person_40741,41,28155,HR,16,2.88
40742,Person_40742,58,73904,HR,27,1.88
40743,Person_40743,19,65438,Sales,32,3.95
40744,Person_40744,33,25142,Sales,7,1.78
40745,Person_40745,31,117934,HR,38,4.16
40746,Person_40746,34,32197,Sales,19,2.11
40747,Person_40747,77,101463,Marketing,20,1.23
40748,Person_40748,23,148417,Finance,29,1.6
40749,Person_40749,52,21757,HR,12,3.37
40750,Person_40750,34,112736,HR,39,1.26
40751,Person_40751,62,105352,Finance,17,2.22
40752,Person_40752,55,53615,Sales,12,2.1
40753,Person_40753,77,113400,Finance,22,3.94
40754,Person_40754,57,90255,HR,6,2.94
40755,Person_40755,74,111117,Sales,26,3.7
40756,Person_40756,78,47385,IT,30,3.74
40757,Person_40757,23,135798,Sales,4,1.04
40758,Person_40758,77,76288,Sales,15,3.2
40759,Person_40759,65,134977,HR,38,3.75
40760,Person_40760,55,107496,HR,23,3.99
40761,Person_40761,66,127407,IT,37,3.92
40762,Person_40762,38,37764,HR,13,4.87
40763,Person_40763,52,99793,Sales,30,4.99
40764,Person_40764,40,78991,IT,32,3.82
40765,Person_40765,29,81380,Sales,32,1.01
40766,Person_40766,74,23824,Sales,5,4.64
40767,Person_40767,46,114121,Sales,36,3.73
40768,Person_40768,44,67549,IT,10,4.85
40769,Person_40769,23,21291,HR,20,2.73
40770,Person_40770,38,129508,Finance,27,3.69
40771,Person_40771,24,111734,IT,12,4.21
40772,Person_40772,60,131175,HR,10,4.03
40773,Person_40773,58,32266,Sales,21,1.55
40774,Person_40774,33,54530,Finance,25,3.72
40775,Person_40775,22,64159,Sales,5,2.99
40776,Person_40776,32,145007,Finance,4,4.82
40777,Person_40777,38,56947,IT,17,4.36
40778,Person_40778,75,124987,IT,26,3.15
40779,Person_40779,21,136125,Sales,18,1.68
40780,Person_40780,22,27626,Finance,38,4.4
40781,Person_40781,24,73041,Marketing,29,3.57
40782,Person_40782,52,100272,Sales,0,4.2
40783,Person_40783,53,84137,Marketing,32,1.35
40784,Person_40784,74,25079,IT,36,1.79
40785,Person_40785,32,47126,Sales,17,3.28
40786,Person_40786,45,42878,Finance,14,2.25
40787,Person_40787,19,145450,IT,30,3.66
40788,Person_40788,73,44238,Marketing,18,4.94
40789,Person_40789,74,84135,HR,17,1.99
40790,Person_40790,22,131646,Sales,36,1.98
40791,Person_40791,24,94084,Marketing,21,1.14
40792,Person_40792,39,134340,Finance,29,2.17
40793,Person_40793,66,44736,Marketing,37,3.82
40794,Person_40794,48,51368,IT,13,2.22
40795,Person_40795,49,141517,IT,28,4.16
40796,Person_40796,25,72218,Marketing,36,3.24
40797,Person_40797,58,46498,Sales,39,1.59
40798,Person_40798,59,62480,HR,37,4.65
40799,Person_40799,28,50988,IT,2,3.49
40800,Person_40800,18,80659,IT,13,1.5
40801,Person_40801,64,107451,IT,8,4.63
40802,Person_40802,57,36947,Finance,22,4.53
40803,Person_40803,36,72412,IT,20,4.03
40804,Person_40804,61,23991,IT,26,2.98
40805,Person_40805,55,101929,Marketing,37,1.73
40806,Person_40806,59,69833,HR,18,4.6
40807,Person_40807,73,140996,HR,39,3.74
40808,Person_40808,54,94254,HR,26,1.73
40809,Person_40809,73,116617,Sales,3,1.13
40810,Person_40810,24,76987,HR,20,1.39
40811,Person_40811,56,28868,Finance,7,4.72
40812,Person_40812,72,77536,IT,17,2.68
40813,Person_40813,42,140204,Finance,39,4.67
40814,Person_40814,71,106842,IT,28,1.01
40815,Person_40815,39,134627,Sales,3,4.71
40816,Person_40816,44,31319,Marketing,39,1.4
40817,Person_40817,58,86023,Marketing,27,1.5
40818,Person_40818,64,28477,Finance,37,1.9
40819,Person_40819,55,45843,HR,5,1.19
40820,Person_40820,65,109151,IT,30,1.4
40821,Person_40821,56,45410,IT,3,2.02
40822,Person_40822,32,127795,Sales,13,1.64
40823,Person_40823,72,117525,HR,25,1.44
40824,Person_40824,19,86658,Sales,7,2.64
40825,Person_40825,78,105501,Sales,0,1.61
40826,Person_40826,77,148282,Marketing,35,2.44
40827,Person_40827,25,27023,IT,27,2.07
40828,Person_40828,61,55979,Sales,3,4.1
40829,Person_40829,60,87692,Sales,4,4.11
40830,Person_40830,23,71442,Sales,38,3.05
40831,Person_40831,37,78408,Sales,24,1.34
40832,Person_40832,44,56559,Marketing,9,3.97
40833,Person_40833,62,123647,IT,16,2.56
40834,Person_40834,40,63058,Finance,37,3.16
40835,Person_40835,65,95104,IT,25,1.61
40836,Person_40836,57,63087,HR,35,3.26
40837,Person_40837,34,132156,Marketing,6,3.09
40838,Person_40838,75,53114,Marketing,38,2.55
40839,Person_40839,78,70910,Finance,8,3.4
40840,Person_40840,30,50770,HR,5,3.66
40841,Person_40841,21,136026,IT,34,4.94
40842,Person_40842,37,114807,IT,30,4.42
40843,Person_40843,59,106911,Marketing,24,1.05
40844,Person_40844,42,133822,Sales,30,4.17
40845,Person_40845,78,137384,Marketing,17,2.59
40846,Person_40846,39,90764,Finance,26,1.84
40847,Person_40847,69,81411,Sales,0,2.27
40848,Person_40848,65,102373,HR,29,4.58
40849,Person_40849,78,62269,HR,4,3.73
40850,Person_40850,34,93817,HR,25,3.48
40851,Person_40851,57,111431,Finance,22,1.78
40852,Person_40852,28,70694,Marketing,25,1.13
40853,Person_40853,42,55271,IT,17,2.85
40854,Person_40854,22,55770,IT,28,3.42
40855,Person_40855,38,21162,Finance,35,3.59
40856,Person_40856,43,58402,Finance,9,2.26
40857,Person_40857,33,38307,Finance,32,3.49
40858,Person_40858,73,21788,Marketing,24,1.73
40859,Person_40859,57,131840,Finance,16,2.1
40860,Person_40860,38,76339,HR,26,3.31
40861,Person_40861,65,25892,IT,38,3.74
40862,Person_40862,49,131265,Marketing,32,4.21
40863,Person_40863,21,99501,Sales,22,2.59
40864,Person_40864,55,58284,Marketing,20,2.34
40865,Person_40865,75,126940,Sales,28,3.03
40866,Person_40866,70,79824,IT,34,3.85
40867,Person_40867,25,73292,Finance,3,2.91
40868,Person_40868,26,23892,Sales,18,4.23
40869,Person_40869,62,74551,Finance,15,1.67
40870,Person_40870,34,124669,HR,24,3.78
40871,Person_40871,58,66270,Sales,23,4.35
40872,Person_40872,30,52743,Finance,21,4.74
40873,Person_40873,26,95722,IT,20,2.02
40874,Person_40874,23,91176,IT,17,2.32
40875,Person_40875,44,47326,IT,1,4.29
40876,Person_40876,59,91991,Sales,26,4.22
40877,Person_40877,54,24428,Sales,10,4.61
40878,Person_40878,56,54124,Sales,15,3.27
40879,Person_40879,60,40447,IT,24,3.73
40880,Person_40880,41,138982,HR,18,3.86
40881,Person_40881,26,48031,Sales,1,4.34
40882,Person_40882,74,68842,IT,19,2.51
40883,Person_40883,59,45086,IT,25,1.93
40884,Person_40884,28,147103,HR,7,3.92
40885,Person_40885,52,133776,HR,0,4.85
40886,Person_40886,46,143945,Finance,0,2.2
40887,Person_40887,25,88096,HR,12,3.71
40888,Person_40888,34,57951,Marketing,18,1.95
40889,Person_40889,24,43771,Finance,37,4.07
40890,Person_40890,29,104551,IT,0,2.96
40891,Person_40891,65,56366,Finance,17,1.09
40892,Person_40892,32,80228,Sales,27,2.76
40893,Person_40893,70,63413,Marketing,30,2.49
40894,Person_40894,46,56243,HR,6,3.57
40895,Person_40895,62,82403,IT,18,3.31
40896,Person_40896,67,143385,Marketing,0,4.58
40897,Person_40897,67,122188,Finance,22,2.59
40898,Person_40898,41,96888,Finance,6,1.94
40899,Person_40899,54,23663,IT,32,3.74
40900,Person_40900,31,67271,IT,25,1.58
40901,Person_40901,77,124877,Marketing,25,4.91
40902,Person_40902,28,48250,HR,37,1.97
40903,Person_40903,52,77918,HR,14,2.48
40904,Person_40904,34,66940,Finance,15,3.05
40905,Person_40905,76,40363,Marketing,38,4.21
40906,Person_40906,72,44243,Marketing,3,4.22
40907,Person_40907,44,50470,Sales,1,2.12
40908,Person_40908,61,89847,IT,18,1.42
40909,Person_40909,20,84822,HR,20,4.14
40910,Person_40910,72,27556,Marketing,31,4.88
40911,Person_40911,77,107598,IT,26,2.55
40912,Person_40912,19,145417,Finance,5,4.55
40913,Person_40913,21,96640,HR,20,3.2
40914,Person_40914,35,109253,Marketing,39,1.58
40915,Person_40915,37,51591,Finance,19,1.7
40916,Person_40916,38,122186,Sales,2,4.33
